Year,Month,Region,Household_Members,Monthly_Household_Income_SGD,Fridge_Count,Aircon_Unit_Count,Aircon_Avg_Hours_Per_Day,Television_Count,Television_Avg_Hours_Per_Day,Computer_Count,Computer_Avg_Hours_Per_Day,Fan_Count,Fan_Avg_Hours_Per_Day,Light_Count,Light_Avg_Hours_Per_Day,Monthly_Energy_Consumption_kWh
2012,Feb,West,8,9850,2,1,6.9,1,5.3,3,2.1,3,1.1,11,1.6,1113.1
2016,Nov,North,1,6500,1,0,0,2,3.2,5,3,1,5.7,11,1.9,270.1
2015,Nov,North,5,7300,2,1,1.2,3,2.7,1,3.1,3,2.1,15,5.1,696.5
2015,Jun,South,1,16725,2,1,9.2,2,3.2,3,5,1,3.6,13,7.1,1136.1
2013,Dec,East,1,5150,1,3,5.6,3,1.9,2,0.3,3,2.7,10,5.7,675.1
2016,Sep,North,2,2950,1,3,6.2,2,5.9,2,2.1,2,5.3,7,5.7,616.5
2011,Jul,East,2,5200,1,1,6.2,2,2.8,0,0,2,6.1,8,6.5,326.7
2011,Apr,West,2,6650,1,1,1,1,2.9,1,1.8,2,3.9,7,5.7,581.5
2010,Aug,West,5,1550,2,0,0,3,1.5,1,1.2,1,3.5,11,1.2,315.1
2013,Dec,North,5,11200,1,0,0,3,5.1,1,1.5,1,7.3,12,5.6,385.7
2016,Jan,North,5,7700,1,3,3.8,3,2.8,2,2.7,1,3.5,9,6.1,537.7
2015,Dec,West,5,8100,1,1,1.1,1,1.1,3,6.1,1,5.1,10,3.7,765.7
2011,Sep,East,6,1950,1,3,7.1,2,1.1,3,2.8,3,6.8,15,5.3,865.1
2013,Apr,North,2,2850,1,0,0,2,1.3,2,3.1,2,5.5,7,5.8,198.8
2011,Jan,East,9,10650,1,5,1.8,1,3.1,5,1.3,3,2.5,20,1.1,982.9
2011,Sep,East,6,1650,1,0,0,3,1.8,3,0.3,3,6.9,15,5.6,316.1
2016,Dec,Central,5,3800,2,0,0,2,1.1,2,3.2,3,5.5,11,5.2,332.2
2010,Jul,East,1,5150,1,3,3.1,2,3.8,0,0,1,1.5,15,5,803.1
2016,Jan,East,1,2550,1,3,1.7,1,3.1,1,0.3,1,1,1,1.1,392.3
2016,Aug,North,1,2000,1,1,1.1,1,1.9,0,0,2,2.9,8,1.6,225.3
2013,Apr,Central,1,6600,1,3,7.5,2,2,2,2.6,3,5.3,11,5.1,771.2
2011,Nov,West,5,7250,1,3,7.1,3,1.1,1,2.1,1,2.5,12,6.1,817.1
2010,Dec,Central,1,18112,1,0,0,1,2.8,5,6.7,1,7.3,11,1.6,379.7
2011,Sep,East,5,5800,1,3,5,3,3.1,1,3.1,3,7.2,13,1.5,653.1
2016,Jan,West,1,2000,1,0,0,1,3.6,1,2.9,2,5.1,8,3.7,172.6
2015,Aug,West,1,5000,1,0,0,3,2.2,2,2.5,1,7.7,13,1.7,237.3
2012,Jan,East,3,3600,1,0,0,2,1.9,5,5.1,3,5,10,5,285.1
2016,Oct,North,7,9900,2,3,10.3,3,1.1,3,1.1,3,1,17,6.3,1121.3
2010,Jan,South,3,3650,1,0,0,3,3,2,0.1,3,3,8,6.1,201.8
2013,Jun,East,10,10750,1,3,7.5,1,5.1,7,3.8,9,1.3,20,5.7,1098.6
2016,Apr,Central,1,7000,1,0,0,2,2.6,0,0,2,7.5,11,5,163
2015,Mar,North,2,1600,1,1,5,3,2.8,2,0.3,3,1.7,10,1.1,317.9
2012,Jun,North,1,5050,1,2,1.6,3,2.1,2,3,2,2.1,12,6.2,501.2
2016,Nov,East,5,8200,1,3,5.2,2,2.3,1,1.5,3,1.5,15,5,719.7
2011,Jun,West,2,5150,1,1,1.8,1,2.9,2,3.5,2,1.8,6,2.7,329.5
2015,May,East,3,1550,1,0,0,3,1.8,2,1.1,1,5.7,11,1.8,270.6
2011,Jan,East,1,5900,1,3,6.6,3,2,2,6.8,1,7,10,5.6,807.6
2011,Jan,West,3,5700,1,3,5.1,2,1.1,3,1.9,2,1.7,9,1.5,521.3
2011,Sep,North,9,12000,1,1,5.1,1,2.6,5,2.7,8,5.8,16,5.8,1006.8
2011,Jun,East,5,5600,2,0,0,3,3.2,2,3.6,3,1.9,12,6.8,317.5
2010,Jul,East,1,1100,1,3,7.6,2,3,1,1.6,3,7,11,1.6,731
2011,Feb,West,3,1650,1,2,3.9,1,2.8,1,1,2,2.1,12,1.6,101.6
2013,Oct,Central,2,3600,1,3,3.5,3,2.6,0,0,1,3.9,5,5.1,127
2015,Nov,East,1,6500,1,0,0,3,3.2,3,1,3,5.1,9,1.7,213
2015,Mar,Central,2,1950,1,2,3.5,1,1.3,2,2.5,2,1.5,9,1.8,361.3
2015,Jan,East,2,8100,1,2,2.9,2,1,3,1.9,1,6.2,9,1,369.7
2016,Sep,East,3,16601,1,2,6,2,1.9,3,6.7,2,3.3,15,5.2,577.2
2011,Aug,West,1,7350,1,0,0,1,1,2,1.5,1,7.7,8,1.9,171.9
2012,Jun,Central,2,3950,1,0,0,1,2.6,2,5.8,2,5.2,6,3.3,223.1
2011,Nov,Central,3,5500,1,3,6.3,2,3.3,3,1.1,1,6.3,12,5.5,723.7
2012,Mar,East,1,5150,1,0,0,3,1.7,1,2.9,3,5,9,5.1,289.8
2016,Feb,West,5,6100,1,3,2.3,3,1,1,6,1,6.2,12,6.7,512.9
2012,Feb,East,1,5950,1,3,7.2,2,3.5,3,1.7,1,1.5,9,1.3,759.2
2011,Jun,Central,1,5150,1,0,0,2,3.5,3,1.7,3,5.8,11,3.3,306.1
2015,Feb,South,3,3150,1,0,0,2,2.5,2,3.1,1,6.5,6,5.7,232.3
2015,Apr,Central,2,3050,1,0,0,1,3.1,2,2.8,1,1.8,9,1.8,178.2
2013,Jan,East,1,7350,1,0,0,2,3.5,2,1.8,1,1,7,1.6,265.6
2013,Feb,East,1,3500,1,3,2.9,3,3.8,3,1.6,1,3,15,2.3,166
2015,Oct,Central,6,9550,2,1,6.7,3,3.5,1,2.6,3,1,11,5.2,1078.6
2013,Jul,Central,2,6850,1,2,7.6,3,2.5,3,1.1,3,6.7,6,3.2,637.8
2011,Feb,Central,1,1150,1,1,1.1,3,3.9,1,2.1,3,1.1,9,1.5,327.8
2011,Dec,Central,1,6750,1,2,1.7,2,1.1,1,3.7,3,1.6,13,5.3,510.9
2011,May,Central,6,9200,1,3,8.7,1,3.1,5,3.1,3,1.1,11,1.7,1070.7
2016,Oct,East,5,9850,1,2,7.9,3,3,3,1.3,1,3.8,11,1.1,626.9
2015,Dec,South,2,6100,1,0,0,3,3.7,1,3.1,2,1.7,9,1.1,216.7
2016,Nov,West,8,8750,2,0,0,1,1.5,5,5.6,3,1.6,19,5.8,511.1
2010,Jan,West,5,5800,1,0,0,1,2.1,2,5.1,3,1.3,9,1.6,253.6
2010,Sep,West,1,5100,1,0,0,1,3.9,2,5.1,1,7.6,9,1.8,185.1
2011,May,West,2,12677,2,2,7.7,1,3.2,2,1.5,1,6,10,5.6,519.6
2013,Jun,Central,2,7550,1,0,0,1,1.7,2,3.1,2,6.2,9,2.7,171.2
2010,Feb,West,3,2000,1,0,0,1,1,2,2.7,3,3.8,9,3.3,192.5
2016,Jan,North,3,1750,1,0,0,3,1.7,1,3.1,3,3.1,11,1.6,207.7
2015,May,Central,1,6000,3,1,6,2,0.6,1,1.3,2,1.6,13,3.6,1019.1
2010,May,West,10,8600,2,1,6.9,1,3.3,5,6.1,3,2.1,20,5.8,1159.3
2016,Jul,Central,2,6350,1,2,9.2,2,1.1,1,5.6,3,5.1,11,3.7,650.3
2012,Aug,Central,2,1900,1,2,3.1,2,3.2,2,0.5,3,7.1,10,1,381
2016,Jan,East,3,3350,1,0,0,1,3.1,3,3.6,2,6.1,10,1.5,188.5
2013,Aug,South,3,5100,1,0,0,3,5,2,0.6,1,7.3,9,5.3,226.9
2012,Jul,North,2,1000,1,0,0,2,3.2,1,3.5,3,6,9,5.2,203.1
2013,Jan,East,2,5350,1,0,0,1,1.7,1,1.9,1,6.9,9,5.2,221.6
2012,Jun,South,5,6850,2,3,10.6,2,3.1,3,3.6,1,6.3,12,1.6,900.7
2011,Aug,East,3,2650,1,2,6.5,2,3.6,2,2.1,1,6.6,8,1.8,557.1
2011,May,South,1,5850,1,0,0,1,3.5,2,1.1,1,1.9,10,3.7,211.9
2013,Jan,Central,2,19330,1,1,8,3,1.3,1,7.5,2,3.7,11,5.1,1200.1
2015,Jan,Central,9,11900,2,1,8.9,1,3.5,5,2.1,10,1.9,18,3.7,1239.7
2013,Dec,North,1,1800,1,0,0,3,3.2,1,3.5,3,1.5,12,1.1,257.2
2011,Jul,West,2,7650,1,0,0,2,3.6,1,3.5,3,1.1,9,5.1,258.7
2013,Apr,South,5,8300,1,0,0,1,3.3,2,1.1,3,8.2,13,5.1,371.9
2015,May,Central,2,3350,1,0,0,1,3,0,0,2,3.2,10,5,180
2013,Jan,Central,3,3550,1,0,0,2,1.7,1,5.1,1,1.9,8,5.5,215.5
2016,Oct,North,6,8050,1,3,1.9,3,2.8,3,6.3,1,1.6,13,3,659.3
2011,Nov,North,1,9150,3,1,1.1,3,3.1,5,3.1,3,1,10,5.3,777.8
2012,Apr,North,5,5600,1,1,7.1,3,3.1,2,1.5,3,1,12,6.2,156
2011,Dec,North,3,3850,1,3,2.1,2,1.1,3,2.8,3,1.5,9,3.8,383.8
2010,Jun,West,1,5050,1,2,2.8,3,2.6,1,0.3,3,3.9,13,5.1,328.9
2015,Apr,Central,2,3850,1,2,1.5,1,3.9,2,2.2,1,7.7,6,1.1,389.3
2016,May,Central,8,12000,1,3,7.5,1,3.1,5,7.1,3,3,16,3.9,960.6
2016,Jun,West,3,6950,1,0,0,3,1,2,3.2,1,6.3,7,1.8,206.8
2016,Jul,Central,5,6000,2,0,0,3,5,1,2.8,3,6.1,12,5.5,293.1
2011,Apr,West,2,3700,1,0,0,1,3.9,2,3.7,1,1.1,5,3.7,182.2
2011,Mar,Central,3,1100,1,2,3.9,2,1.5,3,1.9,2,3.9,10,5.2,391.1
2015,Feb,North,2,12375,1,0,0,3,2.2,1,3.7,2,1.2,9,5.5,269.2
2016,May,West,5,6350,2,1,8.7,3,2.6,2,2,1,3.6,10,5.3,1009.1
2016,Oct,West,1,5950,1,0,0,2,3,2,1.1,3,5.8,11,3.2,250.6
2015,Jan,West,1,8300,1,3,5.7,2,2.3,5,2.1,1,6.2,10,5,710.8
2016,Mar,East,5,7250,1,3,5.8,3,3.3,5,3.1,1,5.2,13,1.3,759.3
2013,Jan,Central,3,5750,1,3,1.7,1,3.5,1,5.1,3,1,8,5.6,181.5
2013,Apr,East,5,6550,2,0,0,3,2.5,3,3.2,3,5.2,10,2.6,311.1
2011,Sep,North,3,1150,1,0,0,3,3.5,1,1.8,3,5.3,11,5.3,218.1
2010,Oct,North,7,10350,2,1,9.1,1,5.3,5,3.6,3,1.1,17,2.8,1250
2016,Jul,South,1,5850,1,2,7.5,2,3.5,3,2.1,2,6.7,9,1.1,638.6
2013,Aug,East,1,7100,1,3,1.1,2,1.5,5,1.1,1,1.8,15,1.3,565.6
2015,Oct,East,1,1700,1,3,5.6,1,1.1,2,5,3,1,8,3.1,581.8
2016,Apr,West,1,6800,1,0,0,2,1.2,3,2.3,3,7,12,1,278.1
2011,Jan,Central,2,7350,1,0,0,2,1.7,2,0.1,2,1.1,10,1.8,220.9
2011,Feb,South,2,3800,1,0,0,1,1.1,1,3.9,2,1.1,1,1.1,251.2
2015,Mar,West,5,6750,1,0,0,3,1,2,3,2,1.2,9,5.7,136.5
2015,Oct,West,1,7150,1,3,5.8,1,3.1,1,3.5,3,3.2,9,1.6,581.7
2013,Aug,South,3,1150,1,1,5.1,2,2.6,1,0.3,3,1,6,5.1,710.5
2012,Sep,North,5,15222,2,2,7.8,1,1.2,5,3.5,3,1.8,15,5.3,812.1
2013,Jan,West,5,8300,2,1,1.6,3,2.2,1,1.3,1,1.1,16,3.6,776
2010,Apr,West,2,5200,1,2,7,2,3.3,2,2.2,1,3.7,7,2.7,526.9
2013,Nov,East,2,5800,1,1,1.8,2,2.8,0,0,2,5.8,10,1.1,318.1
2013,Apr,East,3,3150,1,1,5.9,2,0.8,0,0,3,5.1,7,5.9,351.5
2013,Jul,North,1,5250,1,0,0,3,1.5,1,1,1,5.5,10,6.5,250.8
2016,Oct,West,2,1500,1,2,7.8,1,3.1,2,1.1,2,7.2,7,1.9,526.6
2010,Jan,East,6,6700,2,0,0,1,5.5,3,2.3,3,5.6,17,6.1,389.5
2015,Mar,West,1,2550,1,0,0,3,1.1,1,3.1,3,7.2,11,5.1,322.1
2013,Sep,North,1,5150,1,2,8.3,2,3.6,5,2,3,5,12,1.7,606.2
2015,Apr,East,5,6250,1,3,8.1,1,3.1,1,3.8,3,1.9,10,1.5,989.2
2015,May,West,1,5550,1,2,6.5,3,0.6,3,1.2,3,3.1,10,5.9,605.5
2010,Jan,Central,6,10800,2,1,6.2,1,1.7,1,6.3,3,3.9,11,6.7,1063.8
2013,Sep,West,5,8600,2,0,0,1,1.2,3,2.8,3,5,11,6.2,357.8
2015,Nov,West,1,18117,1,1,8.1,1,3.6,6,2.1,1,1.3,15,5.9,1118.3
2011,Aug,West,5,5150,2,0,0,1,2.7,1,2.7,1,5.1,11,1.9,313.8
2011,Jul,Central,1,3650,1,3,1.1,1,2.6,0,0,1,3.7,8,2.7,129.5
2011,Jul,Central,1,6550,1,0,0,2,3.5,1,6.1,1,6.2,10,5.1,263.6
2011,Sep,Central,3,1100,1,0,0,2,3.9,2,2.2,1,6,10,3.8,216
2010,Jan,Central,2,6150,1,2,6,3,5,1,3.9,2,1,8,1.7,516.5
2010,Sep,West,3,6900,1,0,0,1,2.8,2,1.8,1,7.3,1,2.9,211.2
2011,May,West,3,3600,1,0,0,3,1.8,3,1.2,3,6.7,11,5.7,227.2
2015,Nov,North,6,8500,1,0,0,1,3.7,5,5.1,3,2.6,11,5,363.9
2011,Jul,West,3,7900,1,3,6.2,3,3.5,2,2.7,2,1,12,3.5,695.9
2012,May,East,1,2100,1,2,5.1,1,3.3,2,1,1,3.8,9,3.9,131.8
2010,Dec,West,3,6700,1,3,3.8,2,1.7,3,1.6,1,1.2,10,1.2,198.2
2016,Oct,South,3,8500,1,0,0,2,3.1,2,2.1,3,5.5,11,1.9,267.3
2016,Jan,South,1,5950,1,2,2.8,3,5.3,3,1,1,3.2,6,2.7,399.3
2011,Sep,East,6,11200,2,2,9.9,3,2.7,3,2.3,3,3.3,11,1.3,722.8
2011,Sep,South,3,1950,1,0,0,2,1.5,1,6.6,3,5.3,7,3.9,197.9
2013,Nov,North,2,3850,1,0,0,2,2.5,1,3.2,1,3.2,10,5.9,188.6
2015,Feb,North,5,7150,3,2,1.5,2,3,1,3.5,3,1,11,1.6,631.5
2010,Sep,North,1,1600,1,1,5.6,3,1.6,2,1.7,3,3.7,11,6.1,772.7
2013,Aug,Central,3,6100,1,2,3.1,2,3.6,1,3.1,3,1.6,10,5.2,715.6
2010,Jan,West,1,7950,1,0,0,3,3.2,3,1.1,1,3.7,11,6.1,290.7
2016,Oct,East,2,1900,1,0,0,1,1.1,1,3.2,2,1.7,10,1.7,181.5
2015,Jun,West,5,5800,2,0,0,1,3.6,2,2.9,3,6.8,11,5.5,313.3
2010,Jul,West,5,9150,1,0,0,3,3.3,1,3.9,3,1.5,13,1.1,356.2
2013,May,East,1,2350,1,0,0,2,2,1,0.3,1,5,6,3.6,127.6
2011,Nov,Central,1,8800,1,1,5.7,3,2.7,3,5.8,1,3.2,8,5.5,813.6
2011,Aug,North,1,1100,1,2,3.1,1,1.8,2,1.3,1,1,6,2.9,280.7
2015,Feb,East,1,6100,1,3,5.5,2,2.5,3,2.3,1,5.7,9,1.9,638.8
2015,Oct,West,5,10350,2,3,7.6,3,2.1,5,0.5,3,3.5,10,3.5,815.5
2010,Jul,North,3,5000,1,0,0,2,0.9,2,6,3,8.7,12,2.5,229.5
2015,Nov,East,10,12000,2,5,6.1,1,5.5,6,2.9,3,2.6,18,6.5,1071.7
2013,Sep,West,2,1150,1,0,0,2,0.8,2,1.5,2,1.5,8,6.6,168.3
2015,Mar,Central,1,1850,1,0,0,3,2.7,1,0.3,2,6.8,6,1.8,171.9
2011,Feb,Central,3,3200,1,0,0,2,2,2,0.3,3,6.1,8,2.1,226.1
2016,Dec,West,3,1250,1,0,0,2,2.2,3,2.5,3,1,9,1.5,211.1
2013,Aug,West,1,7200,1,2,8,3,3.6,2,1.7,3,5.1,11,5.9,601.6
2010,May,North,5,6750,1,0,0,1,3.1,3,2.9,3,5.5,16,1.6,335.1
2012,Jul,West,1,1000,1,1,5.9,2,1.3,2,1.5,3,5.8,9,5.1,333.8
2015,Mar,Central,1,8500,1,1,1.7,3,3.7,2,3.1,2,2.1,10,3.5,662.5
2012,Nov,East,1,1600,1,3,1,2,3.9,3,5.2,3,6.3,9,1,558.8
2015,Sep,West,5,6850,2,5,5.6,1,3.7,3,3.9,2,5.3,13,5.1,985.9
2010,Dec,Central,5,5350,1,0,0,3,3.5,3,1.8,3,3.7,9,3.7,301.9
2013,May,North,6,16309,2,5,9.6,1,1,6,1,1,1.2,17,5.8,1250
2010,Sep,East,3,5850,1,0,0,3,3,2,2.3,3,8.7,8,3.7,276.3
2013,Aug,North,10,11100,1,5,7,1,5.1,6,5.8,9,2.9,20,5.8,1250
2011,Aug,West,1,8250,1,1,6,3,1.6,3,3.3,1,1,11,3.7,119.7
2011,Oct,Central,1,1850,1,0,0,1,3.2,1,1.9,2,3.1,5,3.1,113.7
2015,Mar,South,5,5800,2,3,5.3,1,3.5,3,1.8,1,7.5,12,1.7,696.1
2012,Oct,East,3,5100,1,2,6.3,2,3.1,1,1.1,3,5.6,10,3.8,506.2
2011,Apr,North,3,1800,1,2,5.8,1,1.5,3,2.1,1,1.3,8,1.5,182.3
2010,May,West,1,6000,1,1,1.7,2,3.5,3,2.3,1,3.7,8,1.2,283.9
2013,Nov,North,6,7100,2,1,1.7,3,3,2,1.3,3,6.7,11,1.1,178.5
2010,Jun,East,3,1700,1,0,0,3,3.1,2,0.8,3,6.3,9,6.2,266
2015,Feb,West,5,9150,1,3,7.1,1,2.3,1,3.7,1,5.6,11,1.3,900.6
2013,Feb,East,1,1900,1,0,0,2,3.7,1,1.2,3,1.2,11,1.5,250
2016,Jun,Central,7,9850,1,1,5.7,1,3,1,1.2,3,5.1,16,1,810
2011,Oct,East,6,10250,2,0,0,3,3.7,1,1.8,3,2.6,16,1.8,365.7
2012,Aug,South,3,2000,1,3,6.1,1,0.8,1,1.8,2,7.5,8,6.3,555.6
2011,Jun,North,3,5150,1,0,0,3,1.8,3,1.1,1,1.2,8,3.6,179.3
2015,Dec,East,2,3100,1,1,1.8,2,3.3,1,0.1,2,5.7,9,3.3,281.5
2010,Nov,North,3,1150,1,0,0,1,2.7,3,1.1,2,2.1,7,5.1,231.2
2013,Sep,South,3,6150,1,3,1.6,2,1.8,2,2.6,1,2.2,12,3.5,183.9
2013,Aug,West,3,5800,1,2,7.2,1,2.1,2,5.7,3,6.7,8,6.3,612.8
2010,Jun,East,2,1100,1,2,5.5,2,3.9,1,3.9,1,1.9,10,1.1,101.7
2011,Jun,North,2,5350,1,0,0,3,3.6,1,2.6,2,6.7,10,5.1,211.6
2015,Jan,North,1,1300,1,3,2.1,3,2.1,2,5,3,3.5,9,5,382.2
2013,May,South,3,1300,1,3,1.5,3,1.7,0,0,3,2.3,8,5,511.3
2011,Oct,East,1,5850,1,0,0,2,1.9,1,7.2,1,7.5,11,1.5,308.8
2016,Feb,Central,6,10550,2,3,2.1,3,1.3,1,2,1,2.1,11,2.6,518.5
2010,Nov,East,3,5150,1,0,0,1,3,3,1.1,3,5.6,8,6,212.8
2012,Aug,North,1,2800,1,0,0,1,1.1,0,0,1,1,6,1,105
2012,May,Central,2,2000,1,2,1.1,1,3.3,0,0,2,5.8,8,1,351.7
2015,Nov,South,1,3350,1,0,0,1,3.5,1,1,1,5.1,7,3.2,167.8
2012,Mar,West,1,3650,1,2,1.1,2,3.6,2,1.5,3,1.8,12,6.8,110
2016,Feb,West,1,1500,1,2,1,1,2.1,1,1.8,1,1,6,3.6,363.1
2016,Dec,East,10,11200,1,0,0,1,2.7,5,1.1,8,1.5,19,6.8,171.6
2013,Jun,East,2,5500,1,2,2.2,2,3.5,2,0.5,2,6.9,7,3.2,287.6
2012,Jan,South,6,7200,2,1,3.9,3,5.1,2,2,3,3.1,15,1,676.9
2011,Mar,East,6,13215,2,0,0,3,1.7,7,2.7,3,6,16,7.8,129.5
2011,Jul,Central,3,5150,1,0,0,2,3.1,1,2.7,1,6,8,2.9,215.1
2015,Oct,South,3,8000,1,0,0,2,5,2,2.7,3,5.5,12,1.8,269.9
2011,Aug,North,1,6300,1,1,1.9,3,3.6,3,2,1,1.6,11,2.8,731.1
2011,Feb,South,7,9550,1,3,6.1,1,1.2,1,2.3,3,6.9,15,3.1,886.5
2011,Jan,North,5,6000,2,0,0,3,3.3,6,5.5,3,3.5,13,2.5,376.2
2016,Aug,West,2,5200,1,0,0,2,3.3,1,2.1,2,7.1,7,3.5,178.5
2012,Nov,South,3,2050,1,0,0,2,1.6,2,1.6,1,2.9,7,6.9,223.6
2011,Aug,North,2,1100,1,0,0,1,3.1,1,3.5,2,3.5,10,1.3,203
2011,Apr,East,3,1900,1,2,1.5,2,2,0,0,3,2.9,9,3.5,101.8
2011,Aug,East,3,5200,1,1,6.8,2,2.2,2,2.7,1,7.1,11,5.1,310.9
2010,Dec,East,3,7950,1,0,0,2,2.8,3,1.1,3,1.9,12,2.7,212.5
2011,Jun,South,1,2000,1,0,0,1,1.3,2,2.5,1,3.8,9,5,116.5
2012,Nov,Central,2,3700,1,0,0,1,2.5,2,0.3,1,7.7,6,1.9,222.6
2012,Mar,North,10,12000,2,1,7.1,1,5.1,7,2.5,8,1.5,20,5.1,1051.1
2010,Mar,West,2,2000,1,0,0,2,2.2,2,3.3,2,6.1,9,1.1,117.5
2010,Feb,North,1,2000,1,0,0,2,3,1,1,3,7.7,9,5.9,267.7
2013,Aug,West,3,8350,1,0,0,2,2.8,3,3.2,1,1.7,8,1.3,219.1
2013,Sep,North,3,6000,1,2,6.6,1,1.7,2,2.7,3,5.1,10,5.1,160.1
2016,Apr,East,3,1100,1,0,0,2,2.7,2,2.9,1,3.1,11,5.2,222.1
2015,Mar,Central,5,1700,2,3,6.3,3,2.8,3,5.3,3,1.7,12,1.7,762
2013,Feb,North,8,10250,2,0,0,1,3.7,5,1,3,8.2,17,6.2,503.1
2013,Oct,South,1,1350,1,0,0,3,1.3,1,1.1,3,5.3,13,5,263.5
2015,Jan,East,5,8500,2,0,0,3,1.7,5,1,3,3,13,1.7,317.8
2012,Feb,East,1,1150,1,0,0,2,0.9,1,2.9,1,1.1,9,1.3,231.8
2011,Nov,East,1,6150,1,2,3.9,3,2.2,1,0.6,2,2.1,6,2.1,310.3
2012,Nov,North,3,1800,1,0,0,2,1.2,1,1,3,1.9,12,1.1,200.1
2015,Nov,Central,5,9150,1,3,3.9,2,5.5,5,6.3,3,3.9,11,6.7,625.3
2011,Jun,North,2,1100,1,0,0,2,3.9,1,3.1,3,3.7,7,1,190
2010,Dec,East,3,6750,1,2,6.1,3,1.2,1,1,2,2.6,9,5.3,556.7
2013,Mar,North,1,3350,1,0,0,2,2,3,1.1,3,6.1,10,1.2,291.1
2013,Dec,East,5,5800,2,2,3.5,3,2.3,1,3.7,3,5.7,12,5,506
2013,Jan,West,5,11550,1,0,0,3,1.7,2,1.6,3,3.1,12,1.7,281.3
2012,Jan,West,2,1100,1,0,0,2,1.8,2,1.9,1,6.3,6,3.2,195.1
2016,Nov,North,1,1750,1,0,0,2,2.8,3,3.1,3,3.3,8,1,271.7
2011,Oct,East,2,2000,1,0,0,1,1.6,2,3.6,2,3.8,8,1.2,159.9
2010,Mar,West,7,7800,2,3,7.9,3,3.7,6,2.8,3,1.3,17,7.1,926.8
2016,Nov,South,1,7700,1,3,6.1,2,1.5,2,2.2,3,3.2,12,7.1,700.9
2015,Jun,West,9,10850,1,5,7.3,1,1.6,6,3.3,8,3.5,16,1.3,1250
2012,Jun,Central,5,3600,2,0,0,3,2.3,3,0.1,1,1.1,13,7.1,299.9
2011,Feb,North,1,1550,1,0,0,3,1.5,3,2.7,3,2.9,10,5.6,288.1
2010,Jan,East,1,1750,1,3,1.7,2,3.7,3,3.6,2,1.1,9,1.3,616.2
2011,Aug,East,3,1250,1,3,6.3,2,2.2,0,0,1,2.8,8,1.2,630.5
2010,Mar,West,2,3150,1,0,0,2,3.1,3,2.7,2,7.5,10,1.9,235.8
2013,Dec,South,1,6850,1,0,0,2,3.6,1,2.8,1,1.9,11,5.8,286.1
2011,Nov,West,2,5100,1,2,1,1,2.7,2,0.3,2,1.5,9,3.7,388.1
2012,Dec,East,7,7200,1,3,1.1,3,1.5,6,2.2,3,1,15,5.6,668.7
2010,Dec,South,1,1000,1,3,7.8,2,3.9,3,1.6,2,2.9,10,6.3,781.1
2016,Jun,East,1,1150,1,0,0,1,0.8,1,0.3,1,1.7,10,1.1,188.7
2011,Sep,East,6,9800,2,1,7.2,1,5.3,5,2.1,1,3,16,5.9,1059.6
2013,Jan,West,6,8850,1,0,0,1,2.5,5,2.3,3,1.7,11,5,312.1
2016,Jun,North,6,9150,1,0,0,3,3.1,1,1.8,3,6.1,11,1.8,125.1
2010,Jun,West,7,7100,2,0,0,1,5.2,5,2.1,3,7.5,11,5.1,161.3
2010,Jun,Central,3,3800,1,0,0,2,3.1,2,1.2,1,5.6,9,3.1,215.5
2013,Jan,Central,6,5950,1,0,0,1,3.7,1,1.8,3,6.9,13,2.6,372.8
2011,Dec,South,6,11550,2,1,10.2,3,1.8,3,1.1,3,3.7,15,6.5,1217.2
2011,Aug,West,2,3950,1,3,2.5,2,2.8,1,0.3,2,5.8,7,3.6,353.5
2016,Jul,East,1,1900,1,2,7,2,3.2,3,3.1,1,3.3,10,6.2,511.5
2011,Jul,Central,1,1750,1,0,0,1,1.3,1,2.2,1,1.6,8,5.1,189.5
2011,Apr,North,6,7150,2,0,0,1,2.7,3,2.7,3,5.7,17,1.2,331.6
2011,Jun,West,1,5850,1,0,0,3,1.2,2,3,1,3.7,9,1.8,211.5
2011,May,East,1,11056,2,3,7.9,3,3.3,1,2.7,3,1.7,11,1.8,922.7
2013,Apr,South,2,6100,1,0,0,3,2,2,1.5,2,9.1,6,5.8,191.9
2011,Nov,Central,6,3300,1,0,0,1,3.7,2,0.8,3,5.1,11,5.1,372.8
2011,Nov,North,5,6350,2,2,6.1,1,1.9,1,3.3,3,2.3,13,5.7,583.3
2011,Jul,East,1,6150,1,1,6.1,2,5.1,2,1.7,3,1.9,11,3.6,720.9
2016,Jan,West,3,3600,1,0,0,3,3.7,3,1.8,3,5,7,3.8,270.8
2011,Aug,Central,1,5850,1,3,7.6,2,3.5,2,5.1,3,3.8,9,5.8,816.7
2016,Dec,South,6,11500,2,3,8,3,1.1,3,1.1,3,2.8,16,3.8,911.9
2011,Jun,East,1,3350,1,2,6,2,1.8,5,1,3,5.9,11,1.1,117.6
2013,Aug,West,1,8000,1,2,9.1,2,3.6,3,3.5,1,1.3,15,6.2,682.6
2011,Mar,North,1,5750,1,1,8.2,3,2.9,2,2,1,6.2,11,5,1116.1
2015,Sep,North,5,7150,2,1,5,3,1.8,3,1.5,3,2.9,12,1.2,799.7
2010,Jan,Central,1,1150,1,3,1.8,2,1.6,3,2.1,3,3.1,8,5.1,501.5
2011,Dec,Central,6,5650,1,1,1.7,2,1.2,3,1.5,3,1.8,9,5.5,126.3
2011,Mar,Central,3,3000,1,3,5.5,2,3,2,3,2,3,9,3.3,573.9
